,Country,Year,Pollutant,Variable,Value
33049,Argentina,1999,Methane,Total  emissions excluding LULUCF,80182.229
33050,Argentina,2000,Methane,Total  emissions excluding LULUCF,88052.629
33051,Argentina,2001,Methane,Total  emissions excluding LULUCF,92037.19099999999
33052,Argentina,2002,Methane,Total  emissions excluding LULUCF,92853.82400000001
33053,Argentina,2003,Methane,Total  emissions excluding LULUCF,98807.439
33054,Argentina,2004,Methane,Total  emissions excluding LULUCF,97668.72300000001
33055,Argentina,2005,Methane,Total  emissions excluding LULUCF,99138.201
33056,Argentina,2006,Methane,Total  emissions excluding LULUCF,100717.212
33057,Argentina,2007,Methane,Total  emissions excluding LULUCF,100799.19300000001
33058,Argentina,2008,Methane,Total  emissions excluding LULUCF,98482.339
33059,Argentina,2009,Methane,Total  emissions excluding LULUCF,94864.364
33060,Argentina,2010,Methane,Total  emissions excluding LULUCF,72585.76
33061,Argentina,2011,Methane,Total  emissions excluding LULUCF,73697.072
33062,Argentina,2012,Methane,Total  emissions excluding LULUCF,75639.646
33063,Argentina,2013,Methane,Total  emissions excluding LULUCF,76829.625
33064,Argentina,2014,Methane,Total  emissions excluding LULUCF,78036.572
33115,Argentina,1990,Nitrous oxide,Total  emissions excluding LULUCF,37852.886
33116,Argentina,1991,Nitrous oxide,Total  emissions excluding LULUCF,38360.335
33117,Argentina,1992,Nitrous oxide,Total  emissions excluding LULUCF,38345.344
33118,Argentina,1993,Nitrous oxide,Total  emissions excluding LULUCF,39939.083
33119,Argentina,1994,Nitrous oxide,Total  emissions excluding LULUCF,40005.169
33120,Argentina,1995,Nitrous oxide,Total  emissions excluding LULUCF,39308.09
33121,Argentina,1996,Nitrous oxide,Total  emissions excluding LULUCF,41202.88
33122,Argentina,1997,Nitrous oxide,Total  emissions excluding LULUCF,40505.106
33123,Argentina,1998,Nitrous oxide,Total  emissions excluding LULUCF,39987.878
33124,Argentina,1999,Nitrous oxide,Total  emissions excluding LULUCF,40931.019
33125,Argentina,2000,Nitrous oxide,Total  emissions excluding LULUCF,44370.456
33126,Argentina,2001,Nitrous oxide,Total  emissions excluding LULUCF,47598.742
33127,Argentina,2002,Nitrous oxide,Total  emissions excluding LULUCF,45644.977
33128,Argentina,2003,Nitrous oxide,Total  emissions excluding LULUCF,48562.325999999994
33129,Argentina,2004,Nitrous oxide,Total  emissions excluding LULUCF,48255.28599999999
33130,Argentina,2005,Nitrous oxide,Total  emissions excluding LULUCF,48528.349
33131,Argentina,2006,Nitrous oxide,Total  emissions excluding LULUCF,50662.483
33132,Argentina,2007,Nitrous oxide,Total  emissions excluding LULUCF,51353.292
33133,Argentina,2008,Nitrous oxide,Total  emissions excluding LULUCF,46971.84
33134,Argentina,2009,Nitrous oxide,Total  emissions excluding LULUCF,47630.819
33135,Argentina,2010,Nitrous oxide,Total  emissions excluding LULUCF,38948.189
33136,Argentina,2011,Nitrous oxide,Total  emissions excluding LULUCF,37845.763
33137,Argentina,2012,Nitrous oxide,Total  emissions excluding LULUCF,38006.939
33138,Argentina,2013,Nitrous oxide,Total  emissions excluding LULUCF,41963.805
33139,Argentina,2014,Nitrous oxide,Total  emissions excluding LULUCF,42759.706
33190,Argentina,1990,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33191,Argentina,1991,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33192,Argentina,1992,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33193,Argentina,1993,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33194,Argentina,1994,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33195,Argentina,1995,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33196,Argentina,1996,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33197,Argentina,1997,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33198,Argentina,1998,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33199,Argentina,1999,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33200,Argentina,2000,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33201,Argentina,2001,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33202,Argentina,2002,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33203,Argentina,2003,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33204,Argentina,2004,Hydrofluorocarbons,Total  emissions excluding LULUCF,0.0
33205,Argentina,2005,Hydrofluorocarbons,Total  emissions excluding LULUCF,165.204
33206,Argentina,2006,Hydrofluorocarbons,Total  emissions excluding LULUCF,95.47200000000001
33207,Argentina,2007,Hydrofluorocarbons,Total  emissions excluding LULUCF,382.824
33208,Argentina,2008,Hydrofluorocarbons,Total  emissions excluding LULUCF,85.97
33209,Argentina,2009,Hydrofluorocarbons,Total  emissions excluding LULUCF,18.608
33210,Argentina,2010,Hydrofluorocarbons,Total  emissions excluding LULUCF,128.218
33211,Argentina,2011,Hydrofluorocarbons,Total  emissions excluding LULUCF,139.866
33212,Argentina,2012,Hydrofluorocarbons,Total  emissions excluding LULUCF,177.643
33213,Argentina,2013,Hydrofluorocarbons,Total  emissions excluding LULUCF,523.247
33214,Argentina,2014,Hydrofluorocarbons,Total  emissions excluding LULUCF,613.1759999999999
33215,Argentina,1990,Perfluorocarbons,Total  emissions excluding LULUCF,1562.9489999999998
33216,Argentina,1991,Perfluorocarbons,Total  emissions excluding LULUCF,1037.573
33217,Argentina,1992,Perfluorocarbons,Total  emissions excluding LULUCF,959.4069999999999
33218,Argentina,1993,Perfluorocarbons,Total  emissions excluding LULUCF,1067.318
33219,Argentina,1994,Perfluorocarbons,Total  emissions excluding LULUCF,511.722
33220,Argentina,1995,Perfluorocarbons,Total  emissions excluding LULUCF,500.30800000000005
33221,Argentina,1996,Perfluorocarbons,Total  emissions excluding LULUCF,500.793
33222,Argentina,1997,Perfluorocarbons,Total  emissions excluding LULUCF,466.468
33223,Argentina,1998,Perfluorocarbons,Total  emissions excluding LULUCF,348.777
33224,Argentina,1999,Perfluorocarbons,Total  emissions excluding LULUCF,387.483
33225,Argentina,2000,Perfluorocarbons,Total  emissions excluding LULUCF,325.819
33226,Argentina,2001,Perfluorocarbons,Total  emissions excluding LULUCF,205.895
33227,Argentina,2002,Perfluorocarbons,Total  emissions excluding LULUCF,230.438
33228,Argentina,2003,Perfluorocarbons,Total  emissions excluding LULUCF,120.595
33229,Argentina,2004,Perfluorocarbons,Total  emissions excluding LULUCF,113.929
33230,Argentina,2005,Perfluorocarbons,Total  emissions excluding LULUCF,113.20200000000001
33231,Argentina,2006,Perfluorocarbons,Total  emissions excluding LULUCF,113.95700000000001
33232,Argentina,2007,Perfluorocarbons,Total  emissions excluding LULUCF,120.29700000000001
33233,Argentina,2008,Perfluorocarbons,Total  emissions excluding LULUCF,165.798
33234,Argentina,2009,Perfluorocarbons,Total  emissions excluding LULUCF,172.857
33235,Argentina,2010,Perfluorocarbons,Total  emissions excluding LULUCF,174.892
33236,Argentina,2011,Perfluorocarbons,Total  emissions excluding LULUCF,174.178
33237,Argentina,2012,Perfluorocarbons,Total  emissions excluding LULUCF,159.765
33238,Argentina,2013,Perfluorocarbons,Total  emissions excluding LULUCF,161.641
33239,Argentina,2014,Perfluorocarbons,Total  emissions excluding LULUCF,159.765
33290,Argentina,1990,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.7170000000000001
33291,Argentina,1991,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.7170000000000001
33292,Argentina,1992,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.628
33293,Argentina,1993,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.6990000000000001
33294,Argentina,1994,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.669
33295,Argentina,1995,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.73
33296,Argentina,1996,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.731
33297,Argentina,1997,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.765
33298,Argentina,1998,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.765
33299,Argentina,1999,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.85
33300,Argentina,2000,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.0759999999999998
33301,Argentina,2001,Sulphur hexafluoride,Total  emissions excluding LULUCF,0.996
33302,Argentina,2002,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.09
33303,Argentina,2003,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.105
33304,Argentina,2004,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.104
33305,Argentina,2005,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.097
33306,Argentina,2006,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.104
33307,Argentina,2007,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.165
33308,Argentina,2008,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.6059999999999999
33309,Argentina,2009,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.675
33310,Argentina,2010,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.694
33311,Argentina,2011,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.6869999999999998
33312,Argentina,2012,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.777
33313,Argentina,2013,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.798
33314,Argentina,2014,Sulphur hexafluoride,Total  emissions excluding LULUCF,1.777
