,Country,Year,Pollutant,Variable,Value
7381,United Kingdom,1997,Perfluorocarbons,Total  emissions excluding LULUCF,502.93800000000005
7382,United Kingdom,1998,Perfluorocarbons,Total  emissions excluding LULUCF,493.73199999999997
7383,United Kingdom,1999,Perfluorocarbons,Total  emissions excluding LULUCF,473.959
7384,United Kingdom,2000,Perfluorocarbons,Total  emissions excluding LULUCF,596.789
7385,United Kingdom,2001,Perfluorocarbons,Total  emissions excluding LULUCF,485.586
7386,United Kingdom,2002,Perfluorocarbons,Total  emissions excluding LULUCF,408.228
7387,United Kingdom,2003,Perfluorocarbons,Total  emissions excluding LULUCF,356.61
7388,United Kingdom,2004,Perfluorocarbons,Total  emissions excluding LULUCF,433.853
7389,United Kingdom,2005,Perfluorocarbons,Total  emissions excluding LULUCF,385.149
7390,United Kingdom,2006,Perfluorocarbons,Total  emissions excluding LULUCF,387.66900000000004
7391,United Kingdom,2007,Perfluorocarbons,Total  emissions excluding LULUCF,287.83799999999997
7392,United Kingdom,2008,Perfluorocarbons,Total  emissions excluding LULUCF,266.245
7393,United Kingdom,2009,Perfluorocarbons,Total  emissions excluding LULUCF,197.333
7394,United Kingdom,2010,Perfluorocarbons,Total  emissions excluding LULUCF,287.70799999999997
7395,United Kingdom,2011,Perfluorocarbons,Total  emissions excluding LULUCF,416.89300000000003
7396,United Kingdom,2012,Perfluorocarbons,Total  emissions excluding LULUCF,254.981
7397,United Kingdom,2013,Perfluorocarbons,Total  emissions excluding LULUCF,318.714
7398,United Kingdom,2014,Perfluorocarbons,Total  emissions excluding LULUCF,278.315
7399,United Kingdom,2015,Perfluorocarbons,Total  emissions excluding LULUCF,327.22900000000004
7400,United Kingdom,2016,Perfluorocarbons,Total  emissions excluding LULUCF,353.941
7401,United Kingdom,2017,Perfluorocarbons,Total  emissions excluding LULUCF,493.19599999999997
7402,United Kingdom,2018,Perfluorocarbons,Total  emissions excluding LULUCF,256.839
7403,United Kingdom,1990,Sulphur hexafluoride,Total  emissions excluding LULUCF,1310.549
7404,United Kingdom,1991,Sulphur hexafluoride,Total  emissions excluding LULUCF,1352.251
7405,United Kingdom,1992,Sulphur hexafluoride,Total  emissions excluding LULUCF,1394.2020000000002
7406,United Kingdom,1993,Sulphur hexafluoride,Total  emissions excluding LULUCF,1221.0739999999998
7407,United Kingdom,1994,Sulphur hexafluoride,Total  emissions excluding LULUCF,1263.867
7408,United Kingdom,1995,Sulphur hexafluoride,Total  emissions excluding LULUCF,1307.09
7409,United Kingdom,1996,Sulphur hexafluoride,Total  emissions excluding LULUCF,1350.6589999999999
7410,United Kingdom,1997,Sulphur hexafluoride,Total  emissions excluding LULUCF,1323.379
7411,United Kingdom,1998,Sulphur hexafluoride,Total  emissions excluding LULUCF,1369.72
7412,United Kingdom,1999,Sulphur hexafluoride,Total  emissions excluding LULUCF,1536.25
7413,United Kingdom,2000,Sulphur hexafluoride,Total  emissions excluding LULUCF,1853.49
7414,United Kingdom,2001,Sulphur hexafluoride,Total  emissions excluding LULUCF,1486.789
7415,United Kingdom,2002,Sulphur hexafluoride,Total  emissions excluding LULUCF,1523.885
7416,United Kingdom,2003,Sulphur hexafluoride,Total  emissions excluding LULUCF,1347.297
7417,United Kingdom,2004,Sulphur hexafluoride,Total  emissions excluding LULUCF,1140.431
7418,United Kingdom,2005,Sulphur hexafluoride,Total  emissions excluding LULUCF,1076.031
7419,United Kingdom,2006,Sulphur hexafluoride,Total  emissions excluding LULUCF,899.8839999999999
7420,United Kingdom,2007,Sulphur hexafluoride,Total  emissions excluding LULUCF,854.941
7421,United Kingdom,2008,Sulphur hexafluoride,Total  emissions excluding LULUCF,698.166
7422,United Kingdom,2009,Sulphur hexafluoride,Total  emissions excluding LULUCF,608.026
7423,United Kingdom,2010,Sulphur hexafluoride,Total  emissions excluding LULUCF,705.8530000000001
7424,United Kingdom,2011,Sulphur hexafluoride,Total  emissions excluding LULUCF,625.192
7425,United Kingdom,2012,Sulphur hexafluoride,Total  emissions excluding LULUCF,605.697
7426,United Kingdom,2013,Sulphur hexafluoride,Total  emissions excluding LULUCF,522.0509999999999
7427,United Kingdom,2014,Sulphur hexafluoride,Total  emissions excluding LULUCF,500.292
7428,United Kingdom,2015,Sulphur hexafluoride,Total  emissions excluding LULUCF,470.69
7429,United Kingdom,2016,Sulphur hexafluoride,Total  emissions excluding LULUCF,495.22900000000004
7430,United Kingdom,2017,Sulphur hexafluoride,Total  emissions excluding LULUCF,509.584
7431,United Kingdom,2018,Sulphur hexafluoride,Total  emissions excluding LULUCF,545.887
7519,United States,1990,Carbon dioxide,Total  emissions excluding LULUCF,5128300.617
7520,United States,1991,Carbon dioxide,Total  emissions excluding LULUCF,5078889.576
7521,United States,1992,Carbon dioxide,Total  emissions excluding LULUCF,5182706.72
7522,United States,1993,Carbon dioxide,Total  emissions excluding LULUCF,5283437.595
7523,United States,1994,Carbon dioxide,Total  emissions excluding LULUCF,5377032.708
7524,United States,1995,Carbon dioxide,Total  emissions excluding LULUCF,5438905.704
7525,United States,1996,Carbon dioxide,Total  emissions excluding LULUCF,5626911.901000001
7526,United States,1997,Carbon dioxide,Total  emissions excluding LULUCF,5703706.967999999
7527,United States,1998,Carbon dioxide,Total  emissions excluding LULUCF,5751051.98
7528,United States,1999,Carbon dioxide,Total  emissions excluding LULUCF,5830297.636
7529,United States,2000,Carbon dioxide,Total  emissions excluding LULUCF,5998070.433999999
7530,United States,2001,Carbon dioxide,Total  emissions excluding LULUCF,5900436.596
7531,United States,2002,Carbon dioxide,Total  emissions excluding LULUCF,5942652.335
7532,United States,2003,Carbon dioxide,Total  emissions excluding LULUCF,5991959.632999999
7533,United States,2004,Carbon dioxide,Total  emissions excluding LULUCF,6107618.246
7534,United States,2005,Carbon dioxide,Total  emissions excluding LULUCF,6131892.976
7535,United States,2006,Carbon dioxide,Total  emissions excluding LULUCF,6051051.022000001
7536,United States,2007,Carbon dioxide,Total  emissions excluding LULUCF,6128429.64
7537,United States,2008,Carbon dioxide,Total  emissions excluding LULUCF,5930539.642999999
7538,United States,2009,Carbon dioxide,Total  emissions excluding LULUCF,5491035.727000001
7539,United States,2010,Carbon dioxide,Total  emissions excluding LULUCF,5698055.779
7540,United States,2011,Carbon dioxide,Total  emissions excluding LULUCF,5565294.401000001
7541,United States,2012,Carbon dioxide,Total  emissions excluding LULUCF,5367568.555
7542,United States,2013,Carbon dioxide,Total  emissions excluding LULUCF,5514029.294
7543,United States,2014,Carbon dioxide,Total  emissions excluding LULUCF,5561719.216
7544,United States,2015,Carbon dioxide,Total  emissions excluding LULUCF,5412432.194
7545,United States,2016,Carbon dioxide,Total  emissions excluding LULUCF,5292267.561000001
7546,United States,2017,Carbon dioxide,Total  emissions excluding LULUCF,5253606.13
7547,United States,2018,Carbon dioxide,Total  emissions excluding LULUCF,5424881.502
7548,United States,1990,Methane,Total  emissions excluding LULUCF,774409.5340000001
7549,United States,1991,Methane,Total  emissions excluding LULUCF,778860.543
7550,United States,1992,Methane,Total  emissions excluding LULUCF,777754.0090000001
7551,United States,1993,Methane,Total  emissions excluding LULUCF,765962.683
7552,United States,1994,Methane,Total  emissions excluding LULUCF,772160.762
7553,United States,1995,Methane,Total  emissions excluding LULUCF,764998.071
7554,United States,1996,Methane,Total  emissions excluding LULUCF,757630.5059999999
7555,United States,1997,Methane,Total  emissions excluding LULUCF,741833.574
7556,United States,1998,Methane,Total  emissions excluding LULUCF,726699.755
7557,United States,1999,Methane,Total  emissions excluding LULUCF,708860.7259999999
7558,United States,2000,Methane,Total  emissions excluding LULUCF,703010.923
7559,United States,2001,Methane,Total  emissions excluding LULUCF,695650.436
7560,United States,2002,Methane,Total  emissions excluding LULUCF,688418.255
7561,United States,2003,Methane,Total  emissions excluding LULUCF,688031.34
7562,United States,2004,Methane,Total  emissions excluding LULUCF,681718.703
7563,United States,2005,Methane,Total  emissions excluding LULUCF,679562.09
7564,United States,2006,Methane,Total  emissions excluding LULUCF,683953.8359999999
7565,United States,2007,Methane,Total  emissions excluding LULUCF,685669.5340000001
7566,United States,2008,Methane,Total  emissions excluding LULUCF,691692.053
7567,United States,2009,Methane,Total  emissions excluding LULUCF,680197.813
7568,United States,2010,Methane,Total  emissions excluding LULUCF,682336.329
7569,United States,2011,Methane,Total  emissions excluding LULUCF,656270.447
7570,United States,2012,Methane,Total  emissions excluding LULUCF,646830.144
7571,United States,2013,Methane,Total  emissions excluding LULUCF,642457.536
7572,United States,2014,Methane,Total  emissions excluding LULUCF,639011.11
7573,United States,2015,Methane,Total  emissions excluding LULUCF,638482.827
7574,United States,2016,Methane,Total  emissions excluding LULUCF,624244.787
7575,United States,2017,Methane,Total  emissions excluding LULUCF,630304.468
7576,United States,2018,Methane,Total  emissions excluding LULUCF,634457.127
7577,United States,1990,Nitrous oxide,Total  emissions excluding LULUCF,434624.26700000005
7578,United States,1991,Nitrous oxide,Total  emissions excluding LULUCF,424828.286
7579,United States,1992,Nitrous oxide,Total  emissions excluding LULUCF,424348.13700000005
7580,United States,1993,Nitrous oxide,Total  emissions excluding LULUCF,452370.54299999995
7581,United States,1994,Nitrous oxide,Total  emissions excluding LULUCF,437560.064
7582,United States,1995,Nitrous oxide,Total  emissions excluding LULUCF,449257.545
7583,United States,1996,Nitrous oxide,Total  emissions excluding LULUCF,460856.922
7584,United States,1997,Nitrous oxide,Total  emissions excluding LULUCF,446662.739
7585,United States,1998,Nitrous oxide,Total  emissions excluding LULUCF,446989.49600000004
7586,United States,1999,Nitrous oxide,Total  emissions excluding LULUCF,436401.29
7587,United States,2000,Nitrous oxide,Total  emissions excluding LULUCF,423309.701
7588,United States,2001,Nitrous oxide,Total  emissions excluding LULUCF,438522.33700000006
7589,United States,2002,Nitrous oxide,Total  emissions excluding LULUCF,436646.472
7590,United States,2003,Nitrous oxide,Total  emissions excluding LULUCF,437143.955
7591,United States,2004,Nitrous oxide,Total  emissions excluding LULUCF,446697.20399999997
7592,United States,2005,Nitrous oxide,Total  emissions excluding LULUCF,432632.745
7593,United States,2006,Nitrous oxide,Total  emissions excluding LULUCF,428713.76700000005
7594,United States,2007,Nitrous oxide,Total  emissions excluding LULUCF,439932.894
7595,United States,2008,Nitrous oxide,Total  emissions excluding LULUCF,423646.18100000004
7596,United States,2009,Nitrous oxide,Total  emissions excluding LULUCF,422461.46200000006
7597,United States,2010,Nitrous oxide,Total  emissions excluding LULUCF,431423.771
7598,United States,2011,Nitrous oxide,Total  emissions excluding LULUCF,421855.66799999995
7599,United States,2012,Nitrous oxide,Total  emissions excluding LULUCF,392262.99299999996
7600,United States,2013,Nitrous oxide,Total  emissions excluding LULUCF,439175.24100000004
7601,United States,2014,Nitrous oxide,Total  emissions excluding LULUCF,449265.174
7602,United States,2015,Nitrous oxide,Total  emissions excluding LULUCF,443821.302
7603,United States,2016,Nitrous oxide,Total  emissions excluding LULUCF,426067.401
7604,United States,2017,Nitrous oxide,Total  emissions excluding LULUCF,421258.935
7605,United States,2018,Nitrous oxide,Total  emissions excluding LULUCF,434528.555
7606,United States,1990,Hydrofluorocarbons,Total  emissions excluding LULUCF,46289.01
7607,United States,1991,Hydrofluorocarbons,Total  emissions excluding LULUCF,41618.767
7608,United States,1992,Hydrofluorocarbons,Total  emissions excluding LULUCF,47436.53400000001
7609,United States,1993,Hydrofluorocarbons,Total  emissions excluding LULUCF,47588.822
7610,United States,1994,Hydrofluorocarbons,Total  emissions excluding LULUCF,54342.235
7611,United States,1995,Hydrofluorocarbons,Total  emissions excluding LULUCF,72513.848
7612,United States,1996,Hydrofluorocarbons,Total  emissions excluding LULUCF,81465.131
7613,United States,1997,Hydrofluorocarbons,Total  emissions excluding LULUCF,91578.04
7614,United States,1998,Hydrofluorocarbons,Total  emissions excluding LULUCF,111313.26400000001
7615,United States,1999,Hydrofluorocarbons,Total  emissions excluding LULUCF,108452.119
7616,United States,2000,Hydrofluorocarbons,Total  emissions excluding LULUCF,113573.214
7617,United States,2001,Hydrofluorocarbons,Total  emissions excluding LULUCF,109248.93800000001
7618,United States,2002,Hydrofluorocarbons,Total  emissions excluding LULUCF,116272.99699999999
7619,United States,2003,Hydrofluorocarbons,Total  emissions excluding LULUCF,109063.28300000001
7620,United States,2004,Hydrofluorocarbons,Total  emissions excluding LULUCF,118922.229
7621,United States,2005,Hydrofluorocarbons,Total  emissions excluding LULUCF,121402.035
7622,United States,2006,Hydrofluorocarbons,Total  emissions excluding LULUCF,125330.414
7623,United States,2007,Hydrofluorocarbons,Total  emissions excluding LULUCF,136553.59900000002
7624,United States,2008,Hydrofluorocarbons,Total  emissions excluding LULUCF,140379.668
7625,United States,2009,Hydrofluorocarbons,Total  emissions excluding LULUCF,139124.982
7626,United States,2010,Hydrofluorocarbons,Total  emissions excluding LULUCF,147374.332
7627,United States,2011,Hydrofluorocarbons,Total  emissions excluding LULUCF,150500.071
7628,United States,2012,Hydrofluorocarbons,Total  emissions excluding LULUCF,148996.593
7629,United States,2013,Hydrofluorocarbons,Total  emissions excluding LULUCF,149034.041
7630,United States,2014,Hydrofluorocarbons,Total  emissions excluding LULUCF,153850.348
7631,United States,2015,Hydrofluorocarbons,Total  emissions excluding LULUCF,156539.439
7632,United States,2016,Hydrofluorocarbons,Total  emissions excluding LULUCF,155559.606
7633,United States,2017,Hydrofluorocarbons,Total  emissions excluding LULUCF,156637.031
7634,United States,2018,Hydrofluorocarbons,Total  emissions excluding LULUCF,155375.64
7635,United States,1990,Perfluorocarbons,Total  emissions excluding LULUCF,24255.672000000002
7636,United States,1991,Perfluorocarbons,Total  emissions excluding LULUCF,20912.458
7637,United States,1992,Perfluorocarbons,Total  emissions excluding LULUCF,19481.087
7638,United States,1993,Perfluorocarbons,Total  emissions excluding LULUCF,19484.618000000002
7639,United States,1994,Perfluorocarbons,Total  emissions excluding LULUCF,17965.004
7640,United States,1995,Perfluorocarbons,Total  emissions excluding LULUCF,18640.473
7641,United States,1996,Perfluorocarbons,Total  emissions excluding LULUCF,19867.541
7642,United States,1997,Perfluorocarbons,Total  emissions excluding LULUCF,18267.245
7643,United States,1998,Perfluorocarbons,Total  emissions excluding LULUCF,16978.6
7644,United States,1999,Perfluorocarbons,Total  emissions excluding LULUCF,16910.13
7645,United States,2000,Perfluorocarbons,Total  emissions excluding LULUCF,15920.478000000001
7646,United States,2001,Perfluorocarbons,Total  emissions excluding LULUCF,8248.696
7647,United States,2002,Perfluorocarbons,Total  emissions excluding LULUCF,10247.607
7648,United States,2003,Perfluorocarbons,Total  emissions excluding LULUCF,8176.28
7649,United States,2004,Perfluorocarbons,Total  emissions excluding LULUCF,6826.93
7650,United States,2005,Perfluorocarbons,Total  emissions excluding LULUCF,6688.62
7651,United States,2006,Perfluorocarbons,Total  emissions excluding LULUCF,6356.840999999999
7652,United States,2007,Perfluorocarbons,Total  emissions excluding LULUCF,7792.076999999999
7653,United States,2008,Perfluorocarbons,Total  emissions excluding LULUCF,6146.397
7654,United States,2009,Perfluorocarbons,Total  emissions excluding LULUCF,3944.719
7655,United States,2010,Perfluorocarbons,Total  emissions excluding LULUCF,4560.873
7656,United States,2011,Perfluorocarbons,Total  emissions excluding LULUCF,7171.615
7657,United States,2012,Perfluorocarbons,Total  emissions excluding LULUCF,6250.026
7658,United States,2013,Perfluorocarbons,Total  emissions excluding LULUCF,5976.095
7659,United States,2014,Perfluorocarbons,Total  emissions excluding LULUCF,5637.039000000001
7660,United States,2015,Perfluorocarbons,Total  emissions excluding LULUCF,5072.604
7661,United States,2016,Perfluorocarbons,Total  emissions excluding LULUCF,4318.817
7662,United States,2017,Perfluorocarbons,Total  emissions excluding LULUCF,4032.7259999999997
7663,United States,2018,Perfluorocarbons,Total  emissions excluding LULUCF,4631.318
7664,United States,1990,Sulphur hexafluoride,Total  emissions excluding LULUCF,28845.726000000002
7665,United States,1991,Sulphur hexafluoride,Total  emissions excluding LULUCF,27623.545
7666,United States,1992,Sulphur hexafluoride,Total  emissions excluding LULUCF,27828.74
7667,United States,1993,Sulphur hexafluoride,Total  emissions excluding LULUCF,27376.915
7668,United States,1994,Sulphur hexafluoride,Total  emissions excluding LULUCF,26070.978
7669,United States,1995,Sulphur hexafluoride,Total  emissions excluding LULUCF,24865.944
7670,United States,1996,Sulphur hexafluoride,Total  emissions excluding LULUCF,24294.702
7671,United States,1997,Sulphur hexafluoride,Total  emissions excluding LULUCF,22670.98
7672,United States,1998,Sulphur hexafluoride,Total  emissions excluding LULUCF,19932.913
7673,United States,1999,Sulphur hexafluoride,Total  emissions excluding LULUCF,19669.474
7674,United States,2000,Sulphur hexafluoride,Total  emissions excluding LULUCF,16574.304
7675,United States,2001,Sulphur hexafluoride,Total  emissions excluding LULUCF,15403.472
7676,United States,2002,Sulphur hexafluoride,Total  emissions excluding LULUCF,14188.117
7677,United States,2003,Sulphur hexafluoride,Total  emissions excluding LULUCF,13859.775
7678,United States,2004,Sulphur hexafluoride,Total  emissions excluding LULUCF,12492.631000000001
7679,United States,2005,Sulphur hexafluoride,Total  emissions excluding LULUCF,11798.979
7680,United States,2006,Sulphur hexafluoride,Total  emissions excluding LULUCF,10506.844
7681,United States,2007,Sulphur hexafluoride,Total  emissions excluding LULUCF,9240.417
7682,United States,2008,Sulphur hexafluoride,Total  emissions excluding LULUCF,8396.954
7683,United States,2009,Sulphur hexafluoride,Total  emissions excluding LULUCF,7286.515
7684,United States,2010,Sulphur hexafluoride,Total  emissions excluding LULUCF,7279.477
7685,United States,2011,Sulphur hexafluoride,Total  emissions excluding LULUCF,8207.692
7686,United States,2012,Sulphur hexafluoride,Total  emissions excluding LULUCF,6921.745
7687,United States,2013,Sulphur hexafluoride,Total  emissions excluding LULUCF,6512.434
7688,United States,2014,Sulphur hexafluoride,Total  emissions excluding LULUCF,6495.251
7689,United States,2015,Sulphur hexafluoride,Total  emissions excluding LULUCF,5483.48
7690,United States,2016,Sulphur hexafluoride,Total  emissions excluding LULUCF,6052.509
7691,United States,2017,Sulphur hexafluoride,Total  emissions excluding LULUCF,5913.451999999999
7692,United States,2018,Sulphur hexafluoride,Total  emissions excluding LULUCF,5936.185
21885,Brazil,1990,Carbon dioxide,Total  emissions excluding LULUCF,221500.0
21886,Brazil,1991,Carbon dioxide,Total  emissions excluding LULUCF,234031.0
21887,Brazil,1992,Carbon dioxide,Total  emissions excluding LULUCF,236969.0
21888,Brazil,1993,Carbon dioxide,Total  emissions excluding LULUCF,245582.0
21889,Brazil,1994,Carbon dioxide,Total  emissions excluding LULUCF,255015.0
21890,Brazil,1995,Carbon dioxide,Total  emissions excluding LULUCF,270200.0
21891,Brazil,1996,Carbon dioxide,Total  emissions excluding LULUCF,295114.0
21892,Brazil,1997,Carbon dioxide,Total  emissions excluding LULUCF,314969.0
21893,Brazil,1998,Carbon dioxide,Total  emissions excluding LULUCF,323261.0
21894,Brazil,1999,Carbon dioxide,Total  emissions excluding LULUCF,338205.0
21895,Brazil,2000,Carbon dioxide,Total  emissions excluding LULUCF,350800.0
21896,Brazil,2001,Carbon dioxide,Total  emissions excluding LULUCF,360080.0
21897,Brazil,2002,Carbon dioxide,Total  emissions excluding LULUCF,360735.0
21898,Brazil,2003,Carbon dioxide,Total  emissions excluding LULUCF,357640.0
21899,Brazil,2004,Carbon dioxide,Total  emissions excluding LULUCF,375579.0
21900,Brazil,2005,Carbon dioxide,Total  emissions excluding LULUCF,378700.0
21901,Brazil,2010,Carbon dioxide,Total  emissions excluding LULUCF,450095.511
21902,Brazil,2011,Carbon dioxide,Total  emissions excluding LULUCF,472000.0
21903,Brazil,2012,Carbon dioxide,Total  emissions excluding LULUCF,508985.0
21904,Brazil,1990,Methane,Total  emissions excluding LULUCF,235600.0
21905,Brazil,1991,Methane,Total  emissions excluding LULUCF,241605.0
21906,Brazil,1992,Methane,Total  emissions excluding LULUCF,245385.0
21907,Brazil,1993,Methane,Total  emissions excluding LULUCF,247023.0
21908,Brazil,1994,Methane,Total  emissions excluding LULUCF,251895.0
21909,Brazil,1995,Methane,Total  emissions excluding LULUCF,257400.0
21910,Brazil,1996,Methane,Total  emissions excluding LULUCF,251181.0
21911,Brazil,1997,Methane,Total  emissions excluding LULUCF,254751.0
21912,Brazil,1998,Methane,Total  emissions excluding LULUCF,257481.0
21913,Brazil,1999,Methane,Total  emissions excluding LULUCF,261660.0
21914,Brazil,2000,Methane,Total  emissions excluding LULUCF,269300.0
21915,Brazil,2001,Methane,Total  emissions excluding LULUCF,278397.0
21916,Brazil,2002,Methane,Total  emissions excluding LULUCF,286251.0
21917,Brazil,2003,Methane,Total  emissions excluding LULUCF,298725.0
21918,Brazil,2004,Methane,Total  emissions excluding LULUCF,311178.0
21919,Brazil,2005,Methane,Total  emissions excluding LULUCF,317300.0
21920,Brazil,2010,Methane,Total  emissions excluding LULUCF,327621.185
21921,Brazil,2011,Methane,Total  emissions excluding LULUCF,334800.0
21922,Brazil,2012,Methane,Total  emissions excluding LULUCF,333800.0
21923,Brazil,1990,Nitrous oxide,Total  emissions excluding LULUCF,112100.0
21924,Brazil,1991,Nitrous oxide,Total  emissions excluding LULUCF,116095.0
21925,Brazil,1992,Nitrous oxide,Total  emissions excluding LULUCF,118761.0
21926,Brazil,1993,Nitrous oxide,Total  emissions excluding LULUCF,121272.0
21927,Brazil,1994,Nitrous oxide,Total  emissions excluding LULUCF,125612.0
21928,Brazil,1995,Nitrous oxide,Total  emissions excluding LULUCF,127900.0
21929,Brazil,1996,Nitrous oxide,Total  emissions excluding LULUCF,119846.0
21930,Brazil,1997,Nitrous oxide,Total  emissions excluding LULUCF,122822.0
21931,Brazil,1998,Nitrous oxide,Total  emissions excluding LULUCF,127782.0
21932,Brazil,1999,Nitrous oxide,Total  emissions excluding LULUCF,128898.0
21933,Brazil,2000,Nitrous oxide,Total  emissions excluding LULUCF,134600.0
21934,Brazil,2001,Nitrous oxide,Total  emissions excluding LULUCF,137733.0
21935,Brazil,2002,Nitrous oxide,Total  emissions excluding LULUCF,144925.0
21936,Brazil,2003,Nitrous oxide,Total  emissions excluding LULUCF,154938.0
21937,Brazil,2004,Nitrous oxide,Total  emissions excluding LULUCF,160456.0
21938,Brazil,2005,Nitrous oxide,Total  emissions excluding LULUCF,162700.0
21939,Brazil,2010,Nitrous oxide,Total  emissions excluding LULUCF,170934.0
21940,Brazil,2011,Nitrous oxide,Total  emissions excluding LULUCF,177900.0
21941,Brazil,2012,Nitrous oxide,Total  emissions excluding LULUCF,177300.0
21942,Brazil,1990,Hydrofluorocarbons,Total  emissions excluding LULUCF,1404.5
21943,Brazil,1991,Hydrofluorocarbons,Total  emissions excluding LULUCF,1615.9
21944,Brazil,1992,Hydrofluorocarbons,Total  emissions excluding LULUCF,1924.0
21945,Brazil,1993,Hydrofluorocarbons,Total  emissions excluding LULUCF,2022.8
21946,Brazil,1994,Hydrofluorocarbons,Total  emissions excluding LULUCF,1925.3
21947,Brazil,1995,Hydrofluorocarbons,Total  emissions excluding LULUCF,2145.0
21948,Brazil,1996,Hydrofluorocarbons,Total  emissions excluding LULUCF,2120.3
21949,Brazil,1997,Hydrofluorocarbons,Total  emissions excluding LULUCF,1437.8
21950,Brazil,1998,Hydrofluorocarbons,Total  emissions excluding LULUCF,1189.5
21951,Brazil,1999,Hydrofluorocarbons,Total  emissions excluding LULUCF,2683.2
21952,Brazil,2000,Hydrofluorocarbons,Total  emissions excluding LULUCF,612.3
21953,Brazil,2001,Hydrofluorocarbons,Total  emissions excluding LULUCF,1634.1
21954,Brazil,2002,Hydrofluorocarbons,Total  emissions excluding LULUCF,1617.2
21955,Brazil,2003,Hydrofluorocarbons,Total  emissions excluding LULUCF,2008.5
21956,Brazil,2004,Hydrofluorocarbons,Total  emissions excluding LULUCF,1483.3
21957,Brazil,2005,Hydrofluorocarbons,Total  emissions excluding LULUCF,2966.6
21958,Brazil,1990,Perfluorocarbons,Total  emissions excluding LULUCF,2202.2
21959,Brazil,1991,Perfluorocarbons,Total  emissions excluding LULUCF,2457.3
21960,Brazil,1992,Perfluorocarbons,Total  emissions excluding LULUCF,2599.2
21961,Brazil,1993,Perfluorocarbons,Total  emissions excluding LULUCF,2444.3
21962,Brazil,1994,Perfluorocarbons,Total  emissions excluding LULUCF,2357.1
21963,Brazil,1995,Perfluorocarbons,Total  emissions excluding LULUCF,2228.2
21964,Brazil,1996,Perfluorocarbons,Total  emissions excluding LULUCF,2176.2
21965,Brazil,1997,Perfluorocarbons,Total  emissions excluding LULUCF,1466.7
21966,Brazil,1998,Perfluorocarbons,Total  emissions excluding LULUCF,1638.4
21967,Brazil,1999,Perfluorocarbons,Total  emissions excluding LULUCF,1444.5
21968,Brazil,2000,Perfluorocarbons,Total  emissions excluding LULUCF,1065.9
21969,Brazil,2001,Perfluorocarbons,Total  emissions excluding LULUCF,830.3
21970,Brazil,2002,Perfluorocarbons,Total  emissions excluding LULUCF,987.9
21971,Brazil,2003,Perfluorocarbons,Total  emissions excluding LULUCF,985.2
21972,Brazil,2004,Perfluorocarbons,Total  emissions excluding LULUCF,898.0
21973,Brazil,2005,Perfluorocarbons,Total  emissions excluding LULUCF,898.0
32965,Argentina,1990,Carbon dioxide,Total  emissions excluding LULUCF,100932.724
32966,Argentina,1991,Carbon dioxide,Total  emissions excluding LULUCF,109765.39300000001
32967,Argentina,1992,Carbon dioxide,Total  emissions excluding LULUCF,112308.399
32968,Argentina,1993,Carbon dioxide,Total  emissions excluding LULUCF,114520.671
32969,Argentina,1994,Carbon dioxide,Total  emissions excluding LULUCF,120321.61
32970,Argentina,1995,Carbon dioxide,Total  emissions excluding LULUCF,122471.459
32971,Argentina,1996,Carbon dioxide,Total  emissions excluding LULUCF,132871.604
32972,Argentina,1997,Carbon dioxide,Total  emissions excluding LULUCF,137246.816
32973,Argentina,1998,Carbon dioxide,Total  emissions excluding LULUCF,141872.342
32974,Argentina,1999,Carbon dioxide,Total  emissions excluding LULUCF,143136.26
32975,Argentina,2000,Carbon dioxide,Total  emissions excluding LULUCF,147559.00699999998
32976,Argentina,2001,Carbon dioxide,Total  emissions excluding LULUCF,137059.771
32977,Argentina,2002,Carbon dioxide,Total  emissions excluding LULUCF,130585.31599999999
32978,Argentina,2003,Carbon dioxide,Total  emissions excluding LULUCF,138890.166
32979,Argentina,2004,Carbon dioxide,Total  emissions excluding LULUCF,152128.31699999998
32980,Argentina,2005,Carbon dioxide,Total  emissions excluding LULUCF,159546.615
32981,Argentina,2006,Carbon dioxide,Total  emissions excluding LULUCF,169871.805
32982,Argentina,2007,Carbon dioxide,Total  emissions excluding LULUCF,183197.355
32983,Argentina,2008,Carbon dioxide,Total  emissions excluding LULUCF,186094.613
32984,Argentina,2009,Carbon dioxide,Total  emissions excluding LULUCF,179865.907
32985,Argentina,2010,Carbon dioxide,Total  emissions excluding LULUCF,188856.437
32986,Argentina,2011,Carbon dioxide,Total  emissions excluding LULUCF,198455.95899999997
32987,Argentina,2012,Carbon dioxide,Total  emissions excluding LULUCF,196684.47199999998
32988,Argentina,2013,Carbon dioxide,Total  emissions excluding LULUCF,201531.775
32989,Argentina,2014,Carbon dioxide,Total  emissions excluding LULUCF,200983.616
33040,Argentina,1990,Methane,Total  emissions excluding LULUCF,79891.495
33041,Argentina,1991,Methane,Total  emissions excluding LULUCF,81249.739
33042,Argentina,1992,Methane,Total  emissions excluding LULUCF,82508.6
33043,Argentina,1993,Methane,Total  emissions excluding LULUCF,84032.371
33044,Argentina,1994,Methane,Total  emissions excluding LULUCF,82759.523
33045,Argentina,1995,Methane,Total  emissions excluding LULUCF,82218.785
33046,Argentina,1996,Methane,Total  emissions excluding LULUCF,81887.924
33047,Argentina,1997,Methane,Total  emissions excluding LULUCF,80084.465
33048,Argentina,1998,Methane,Total  emissions excluding LULUCF,80515.30099999999
